VN-006.png,VN224,22:00,0:10,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN224_1980,"1,219,000đ",,,,,,,,,,,,,
VB-002.png,VN6012,12:15,14:35,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN6012_2065,"1,299,000đ",,,,,,,,,,,,,
VB-003.png,VN6018,18:15,20:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN6018_2065,"1,299,000đ",,,,,,,,,,,,,
VB-004.png,VN6020,20:30,22:30,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN6020_2065,"1,299,000đ",,,,,,,,,,,,,
QH-005.png,QH224,10:40,12:50,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=QH224_2105,"1,321,000đ",,,,,,,,,,,,,
QH-006.png,QH278,20:40,22:50,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=QH278_2105,"1,321,000đ",,,,,,,,,,,,,
VN-007.png,VN244,9:00,11:20,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN244_2185,"1,409,000đ",,,,,,,,,,,,,
VN-008.png,VN7228,10:40,12:50,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN7228_2185,"1,409,000đ",,,,,,,,,,,,,
VN-009.png,VN246,11:00,13:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN246_2185,"1,409,000đ",,,,,,,,,,,,,
VN-010.png,VN256,20:50,23:05,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN256_2185,"1,409,000đ",,,,,,,,,,,,,
QH-007.png,QH242,12:50,15:00,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=QH242_2210,"1,421,000đ",,,,,,,,,,,,,
QH-008.png,QH244,18:35,20:45,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=QH244_2210,"1,421,000đ",,,,,,,,,,,,,
VN-011.png,VN210,10:00,12:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN210_2390,"1,599,000đ",,,,,,,,,,,,,
VN-012.png,VN212,12:00,14:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN212_2390,"1,599,000đ",,,,,,,,,,,,,
VN-013.png,VN262,19:55,22:10,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN262_2390,"1,599,000đ",,,,,,,,,,,,,
VN-014.png,VN220,20:00,22:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN220_2390,"1,599,000đ",,,,,,,,,,,,,
VN-015.png,VN260,21:00,23:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN260_2390,"1,599,000đ",,,,,,,,,,,,,
QH-009.png,QH254,14:20,16:30,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=QH254_2495,"1,681,000đ",,,,,,,,,,,,,
QH-010.png,QH240,17:10,19:20,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=QH240_2495,"1,681,000đ",,,,,,,,,,,,,
